Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
Corticosteroid use in COVID-19 patients,bad,10.1172/JCI141113,Distinct clinical and immunological features of SARS-CoV-2-induced multisystem inflammatory syndrome in children.,"BACKGROUNDPediatric SARS-CoV-2 infection can be complicated by a dangerous hyperinflammatory condition termed multisystem inflammatory syndrome in children (MIS-C). The clinical and immunologic spectrum of MIS-C and its relationship to other inflammatory conditions of childhood have not been studied in detail.METHODSWe retrospectively studied confirmed cases of MIS-C at our institution from March to June 2020. The clinical characteristics, laboratory studies, and treatment response were collected. Data were compared with historic cohorts of Kawasaki disease (KD) and macrophage activation syndrome (MAS).RESULTSTwenty-eight patients fulfilled the case definition of MIS-C. Median age at presentation was 9 years (range: 1 month to 17 years); 50% of patients had preexisting conditions. All patients had laboratory confirmation of SARS-CoV-2 infection. Seventeen patients (61%) required intensive care, including 7 patients (25%) who required inotrope support. Seven patients (25%) met criteria for complete or incomplete KD, and coronary abnormalities were found in 6 cases. Lymphopenia, thrombocytopenia, and elevation in inflammatory markers, D-dimer, B-type natriuretic peptide, IL-6, and IL-10 levels were common but not ubiquitous. Cytopenias distinguished MIS-C from KD and the degree of hyperferritinemia and pattern of cytokine production differed between MIS-C and MAS. Immunomodulatory therapy given to patients with MIS-C included intravenous immune globulin (IVIG) (71%), corticosteroids (61%), and anakinra (18%). Clinical and laboratory improvement were observed in all cases, including 6 cases that did not require immunomodulatory therapy. No mortality was recorded in this cohort.CONCLUSIONMIS-C encompasses a broad phenotypic spectrum with clinical and laboratory features distinct from KD and MAS.FUNDINGThis work was supported by the National Institutes of Health, National Institute of Arthritis and Musculoskeletal and Skin Diseases; the National Institute of Allergy and Infectious Diseases; Rheumatology Research Foundation Investigator Awards and Medical Education Award; Boston Children's Hospital Faculty Career Development Awards; the McCance Family Foundation; and the Samara Jan Turkel Center.",43, retrospective,28, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1186/s13063-020-04643-1,Efficacy of dexamethasone treatment for patients with the acute respiratory distress syndrome caused by COVID-19: study protocol for a randomized controlled superiority trial.,"BACKGROUND: There are no specific generally accepted therapies for the coronavirus disease 2019 (COVID-19). The full spectrum of COVID-19 ranges from asymptomatic disease to mild respiratory tract illness to severe pneumonia, acute respiratory distress syndrome (ARDS), multisystem organ failure, and death. The efficacy of corticosteroids in viral ARDS remains unknown. We postulated that adjunctive treatment of established ARDS caused by COVID-19 with intravenous dexamethasone might change the pulmonary and systemic inflammatory response and thereby reduce morbidity, leading to a decrease in duration of mechanical ventilation and in mortality. METHODS/DESIGN: This is a multicenter, randomized, controlled, parallel, open-label, superiority trial testing dexamethasone in 200 mechanically ventilated adult patients with established moderate-to-severe ARDS caused by confirmed SARS-CoV-2 infection. Established ARDS is defined as maintaining a PaO DISCUSSION: This study will assess the role of dexamethasone in patients with established moderate-to-severe ARDS caused by SARS-CoV-2. TRIAL REGISTRATION: ClinicalTrials.gov NCT04325061 . Registered on 25 March 2020 as DEXA-COVID19.",31, RCT,200,100, Randomized
Corticosteroid use in COVID-19 patients,bad,10.1007/s11096-020-01031-2,"Clinical characteristics and drug therapies in patients with the common-type coronavirus disease 2019 in Hunan, China.","Background Clinical characteristics of patients with the coronavirus disease 2019 (COVID-19) may present differently within and outside the epicenter of Wuhan, China. More clinical investigations are needed. Objective The study was aimed to describe the clinical characteristics, laboratory parameters, and therapeutic methods of COVID-19 patients in Hunan, China. Setting The First Hospital of Changsha, First People's Hospital of Huaihua, and the Central Hospital of Loudi, Hunan province, China. Methods This was a retrospective multi-center case-series analysis. Patients with confirmed COVID-19 diagnosis hospitalized at the study centers from January 17 to February 10, 2020, were included. The following data were obtained from electronic medical records: demographics, medical history, exposure history, underlying comorbidities, symptoms, signs, laboratory findings, computer tomography scans, and treatment measures. Main outcome measure Epidemiological, clinical, laboratory, and radiological characteristics and treatments. Results A total of 54 patients were included (51 had the common-type COVID-19, three had the severe-type), the median age was 41, and 52% of them were men. The median time from the first symptoms to hospital admission was seven days. Among patients with the common-type COVID-19, the median length of stay was nine days, and 21 days among patients with severe COVID-19. The most common symptoms at the onset of illness were fever (74.5%), cough (56.9%), and fatigue (43.1%) among patients in the common-type group. Fourteen patients (37.8%) had a reduced WBC count, 23 (62.2%) had reduced eosinophil ratio, and 21 (56.76%) had decreased eosinophil count. The most common patterns on chest-computed tomography were ground-glass opacity (52.2%) and patchy bilateral shadowing (73.9%). Pharmacotherapy included recombinant human interferon α2b, lopinavir/ritonavir, novaferon, antibiotics, systematic corticosteroids and traditional Chinese medicine prescription. The outcome of treatment indicated that in patients with the common-type COVID-19, interferon-α2b, but not novaferon, had some benefits, antibiotics treatment was not needed, and corticosteroids should be used cautiously. Conclusion As of February 10, 2020, the symptoms of COVID-19 patients in Hunan province were relatively mild comparing to patients in Wuhan, the epicenter. We observed some treatment benefits with interferon-α2b and corticosteroid therapies but not with novaferon and antibiotic treatment in our study population.",20, retrospective multi-center case-series analysis,54, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1136/bcr-2020-236812,Coinfection with SARS-CoV-2 and influenza A virus.,"Since December 2019, coronavirus disease 2019 (COVID-19) has been an international public health emergency. The possibility of COVID-19 should be considered primarily in patients with new-onset fever or respiratory tract symptoms. However, these symptoms can occur with other viral respiratory illnesses. We reported a case of severe acute respiratory syndrome coronavirus 2 and influenza A virus coinfection. During the epidemic, the possibility of COVID-19 should be considered regardless of positive findings for other pathogens.",7, Case report,1, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1007/s10096-020-04078-1,High versus standard doses of corticosteroids in severe COVID-19: a retrospective cohort study.,"Despite the increasing evidence of the benefit of corticosteroids for the treatment of moderate-severe coronavirus disease 2019 (COVID-19) patients, no data are available about the potential role of high doses of steroids for these patients. We evaluated the mortality, the risk of need for mechanical ventilation (MV), or death and the risk of developing a severe acute respiratory distress syndrome (ARDS) between high (HD) and standard doses (SD) among patients with a severe COVID-19. All consecutive confirmed COVID-19 patients admitted to a single center were selected, including those treated with steroids and an ARDS. Patients were allocated to the HD (≥ 250 mg/day of methylprednisolone) of corticosteroids or the SD (≤ 1.5 mg/kg/day of methylprednisolone) at discretion of treating physician. Five hundred seventy-three patients were included: 428 (74.7%) men, with a median (IQR) age of 64 (54-73) years. In the HD group, a worse baseline respiratory situation was observed and male gender, older age, and comorbidities were significantly more common. After adjusting by baseline characteristics, HDs were associated with a higher mortality than SD (adjusted OR 2.46, 95% CI 1.59-3.81, p < 0.001) and with an increased risk of needing MV or death (adjusted OR 2.35, p = 0.001). Conversely, the risk of developing a severe ARDS was similar between groups. Interaction analysis showed that HD increased mortality exclusively in elderly patients. Our real-world experience advises against exceeding 1-1.5 mg/kg/day of corticosteroids for severe COVID-19 with an ARDS, especially in older subjects. This reinforces the rationale of modulating rather than suppressing immune responses in these patients.",45, observational,573,396, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1186/s12879-020-05608-0,The unusual experience of managing a severe COVID-19 case at home: what can we do and where do we go?,"BACKGROUND: The speed and reach of the COVID-19 pandemic has created special scenarios to be considered, such as those in where patients who meet criteria for hospitalization due to moderate/severe disease cannot be hospitalized due to economic constraints and saturation of national health systems. The aim of this report is to present an unusual case of a severe COVID-19 patient managed at home in a developing country, and to discuss some of the available guidelines and potential therapeutic options for this type of cases. CASE PRESENTATION: A 60-year-old female seeking medical attention through teleconsultation presents with profound dyspnea, oppressive chest pain, fatigue, episodic hallucinations, and difficulty sleeping, for what she originally sought medical attention at an ER but could not be admitted due to saturation of the health system. A positive PCR test for COVID-19, and a CT scan of the chest showing bilateral consolidations with ground-glass opacities confirmed the diagnosis. The patient was managed at home, with corticosteroids, nitazoxanide and a single dose of 40 mg of subcutaneous enoxaparin. Colchicine was added at the third day of treatment. Standard oxygen therapy through nasal cannula was also recommended. Daily follow-ups were established to monitor for signs of clinical improvement. Two weeks later from the initial consultation the patient presents marked improvement in her symptoms, as well as in her CT scan, which prompted in discontinuation of the medications and the oxygen therapy. CONCLUSIONS: There are several limitations in this report regarding the clinical data and the management, but such limitations do also reflect the state of emergency and the chaos that resides in the health care systems of developing nations. For the ambulatory care of COVID-19 patients, several aspects of disease management may differ from current guidelines and basic requirements may represent a huge challenge to cover. Further research is needed to assist physicians in the daily clinical decision making, to optimize patient outcomes, and to reduce the probability of adverse scenarios of patients with COVID-19 managed in the ambulatory setting.",45, case report,1, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1017/cjn.2020.109,COVID-19 Associated Central Nervous System Vasculopathy.,No abstract found,7, case report,1, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1038/s41577-020-00421-x,"After 62 years of regulating immunity, dexamethasone meets COVID-19.","Six months into the COVID-19 pandemic, effective treatments have been frustratingly sparse. The RECOVERY clinical trial, however, revealed that treatment with dexamethasone, a classic synthetic glucocorticoid, enhanced survival of critically ill patients with COVID-19. In this Comment, we discuss the immunological impacts of glucocorticoid therapy for COVID-19. The corticosteroid dexamethasome has been shown to reduce mortality in patients hospitalized with COVID-19 who require mechanical ventilation. Here, the authors describe how this immunosuppressive drug might work.",10, RCT, N/A, N/A, randomized
Corticosteroid use in COVID-19 patients,bad,10.1186/s13054-020-03323-5,SARS-CoV-2 detection in the lower respiratory tract of invasively ventilated ARDS patients.,"BACKGROUND: Data on SARS-CoV-2 load in lower respiratory tract (LRT) are scarce. Our objectives were to describe the viral shedding and the viral load in LRT and to determine their association with mortality in critically ill COVID-19 patients. METHODS: We conducted a binational study merging prospectively collected data from two COVID-19 reference centers in France and Switzerland. First, we described the viral shedding duration (i.e., time to negativity) in LRT samples. Second, we analyzed viral load in LRT samples. Third, we assessed the association between viral presence in LRT and mortality using mixed-effect logistic models for clustered data adjusting for the time between symptoms' onset and date of sampling. RESULTS: From March to May 2020, 267 LRT samples were performed in 90 patients from both centers. The median time to negativity was 29 (IQR 23; 34) days. Prolonged viral shedding was not associated with age, gender, cardiac comorbidities, diabetes, immunosuppression, corticosteroids use, or antiviral therapy. The LRT viral load tended to be higher in non-survivors. This difference was statistically significant after adjusting for the time interval between onset of symptoms and date of sampling (OR 3.78, 95% CI 1.13-12.64, p = 0.03). CONCLUSIONS: The viral shedding in LRT lasted almost 30 days in median in critically ill patients, and the viral load in the LRT was associated with the 6-week mortality.",19, observational,90, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1186/s13054-020-03340-4,Corticosteroid therapy for coronavirus disease 2019-related acute respiratory distress syndrome: a cohort study with propensity score analysis.,"BACKGROUND: The impact of corticosteroid therapy on outcomes of patients with coronavirus disease 2019 (COVID-19) is highly controversial. We aimed to compare the risk of death between COVID-19-related ARDS patients with corticosteroid treatment and those without. METHODS: In this single-center retrospective observational study, patients with ARDS caused by COVID-19 between January 20, 2020, and February 24, 2020, were enrolled. The primary outcome was 60-day in-hospital death. The exposure was prescribed systemic corticosteroids or not. Time-dependent Cox regression models were used to calculate hazard ratios (HRs) and 95% confidence intervals (CIs) for 60-day in-hospital mortality. RESULTS: A total of 382 patients [60.7 ± 14.1 years old (mean ± SD), 61.3% males] were analyzed. The median of sequential organ failure assessment (SOFA) score was 2.0 (IQR 2.0-3.0). Of these cases, 94 (24.6%) patients had invasive mechanical ventilation. The number of patients received systemic corticosteroids was 226 (59.2%), and 156 (40.8%) received standard treatment. The maximum dose of corticosteroids was 80.0 (IQR 40.0-80.0) mg equivalent methylprednisolone per day, and duration of corticosteroid treatment was 7.0 (4.0-12.0) days in total. In Cox regression analysis using corticosteroid treatment as a time-varying variable, corticosteroid treatment was associated with a significant reduction in risk of in-hospital death within 60 days after adjusting for age, sex, SOFA score at hospital admission, propensity score of corticosteroid treatment, comorbidities, antiviral treatment, and respiratory supports (HR 0.42; 95% CI 0.21, 0.85; p = 0.0160). Corticosteroids were not associated with delayed viral RNA clearance in our cohort. CONCLUSION: In this clinical practice setting, low-dose corticosteroid treatment was associated with reduced risk of in-hospital death within 60 days in COVID-19 patients who developed ARDS.",37, observational cohort,382,156, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1186/s12985-020-01370-6,Relapsing viral keratoconjunctivitis in COVID-19: a case report.,"BACKGROUND: Since the outbreak of Coronavirus Disease 2019 (COVID-19) in December 2019, many studies have reported the presence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in the conjunctival sac of patients infected with this virus, with several patients displaying symptoms of viral conjunctivitis. However, to our best knowledge, there is no in-depth report on the course of patients with COVID-19 complicated by relapsing viral conjunctivitis or keratoconjunctivitis. CASE PRESENTATION: A 53-year-old man confirmed with COVID-19 developed symptoms of viral conjunctivitis in the left eye approximately 10 days after the onset of COVID-19. The results of a nucleic acid test were positive for SARS-CoV-2 in the conjunctival sac of the left eye. The symptoms were relieved 6 days after treatment. However, the patient was subsequently diagnosed with viral keratoconjunctivitis in both eyes 5 days after the symptoms in the left eye were satisfactorily relieved. The disease progressed rapidly, with spot staining observed at the periphery of the corneal epithelium. Although SARS-CoV-2 could not be detected in conjunctival secretions, the levels of inflammatory factors, such as interleukin-6, were increased in both eyes. Both eyes were treated with glucocorticoids, and symptoms were controlled within 5 days. There was no recurrence. CONCLUSIONS: In this case report, the pathogenesis, clinical manifestations, treatment, and outcome of a case with COVID-19 complicated by relapsing viral keratoconjunctivitis is described, and the involvement of topical cytokine surge in the pathogenesis of COVID-19 as it relates to viral keratoconjunctivitis is reported.",25, Case report,1,0, Non-randomized sampling
Corticosteroid use in COVID-19 patients,bad,10.3390/ijerph17186845,"Differences between Clinical Protocols for the Treatment of Coronavirus Disease 2019 (COVID-19) in Andalusia, Spain.","Our objective was to compare clinical protocols for the treatment of the novel coronavirus disease 2019 (COVID-19) among different hospitals in Andalusia, Spain. We reviewed the current COVID-19 protocols of the 15 largest hospitals in Andalusia. Antiviral treatment, empirical antibacterial agents, adjunctive therapies, anticoagulant treatment, supportive care, hospital organization, and discharge recommendations were analyzed. All protocols included were the latest updates as of July 2020. Hydroxychloroquine in monotherapy was the most frequent antiviral drug recommended for mild respiratory illness with clinical risk factors (33.3%). Combined hydroxychloroquine with azithromycin or lopinavir/ritonavir was found in 40% of protocols. The recommended treatment for patients with mild and moderate pneumonias was different antiviral combinations including hydroxychloroquine plus azithromycin (93.3%) or hydroxychloroquine plus lopinavir/ritonavir (79.9%). Different combinations of hydroxychloroquine and lopinavir/ritonavir (46.7%) and triple therapy with hydroxychloroquine, azithromycin, and lopinavir/ritonavir (40%) were the most recommended treatments for patients with severe pneumonia. There were five corticosteroid regimens, which used dexamethasone, methylprednisolone, or prednisone, with different doses and treatment durations. Anakinra was included in seven protocols with six different regimens. All protocols included prophylactic heparin and therapeutic doses for thromboembolism. Higher prophylactic doses of heparin for high-risk patients and therapeutic doses for patients in critical condition were included in 53.3% and 33.3% of protocols, respectively. This study showed that COVID-19 protocols varied widely in several aspects (antiviral treatment, corticosteroids, anakinra, and anticoagulation for high risk of thrombosis or critical situation). Rigorous randomized clinical trials on the proposed treatments are needed to provide consistent evidence.",37, observational,15, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.3390/medicina56110570,Case Report of Patients with Acute Respiratory Distress Syndrome Caused by COVID-19: Successfully Treated by Venovenous Extracorporeal Membrane Oxygenation and an Ultra-Protective Ventilation.,"Coronavirus disease (COVID-19) started in Wuhan (China) at the end of 2019, and then increased rapidly. In patients with severe acute respiratory distress syndrome (ARDS) caused by COVID-19, venovenous extracorporeal membrane oxygenation (VV-ECMO) is considered a rescue therapy that provides adequate gas exchange. The way in which mechanical ventilation is applied during VV-ECMO is not clear, however it is associated with prognosis. Currently, the mortality rate of COVID-19 patients that receive VV-ECMO stands at approximately 50%. Here, we report three patients that successfully recovered from COVID-19-induced ARDS after VV-ECMO and implementation of an ultra-protective ventilation. This ventilation strategy involved maintaining a peak inspiratory pressure of ≤20 cmH",17, Case Report,3, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1136/annrheumdis-2020-217948,Clinical features and outcomes of COVID-19 in patients with rheumatic diseases treated with biological and synthetic targeted therapies.,No abstract found,6, observational,41, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.2169/internalmedicine.5731-20,Pneumothorax in a COVID-19 Pneumonia Patient without Underlying Risk Factors.,"Coronavirus disease 2019 (COVID-19) has been recognized as a worldwide pandemic. However, the clinical course of COVID-19 remains poorly characterized. Although some cases of pneumothorax have been reported, they all had pulmonary complications or were managed with mechanical ventilation. We herein report a case of pneumothorax that developed even though the patient had no pulmonary underlying diseases and had never been managed with mechanical ventilation. In the present case, a lung bulla was found on chest computed tomography during treatment for COVID-19. We concluded that COVID-19 affected the formation of the lung bulla and induced the complication of pneumothorax.",16, case report,1, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1111/tid.13296,Case report: A kidney transplant patient with mild COVID-19.,"Coronavirus Disease 2019 (COVID-19) is currently a pandemic with a mortality rate of 1%-6% in the general population. However, the mortality rate seems to be significantly higher in elderly patients, especially those hospitalized with comorbidities, such as hypertension, diabetes, or coronary artery diseases. Because viral diseases may have atypical presentations in immunosuppressed patients, the course of the disease in the transplant patient population is unknown. Hence, the management of these patients with COVID-19 is an area of interest, and a unique approach is warranted. Here, we report the clinical features and our treatment approach for a kidney transplant patient with a diagnosis of COVID-19. We believe that screening protocols for SARS-Cov-2 should be re-evaluated in patients with solid-organ transplants.",19, Case report,1,0, N/A
Corticosteroid use in COVID-19 patients,bad,10.1016/j.riam.2020.11.001,SARS-CoV-2 and Aspergillus section Fumigati coinfection in an immunocompetent patient treated with corticosteroids.,"BACKGROUND: Patients with severe viral pneumonia are likely to receive high-dose immunomodulatory drugs to prevent clinical worsening. Aspergillus species have been described as frequent secondary pneumonia agents in severely ill influenza patients receiving steroids. COVID-19 patients admitted to Intensive Care Unit (ICU) are receiving steroids as part of their treatment and they share clinical characteristics with other patients with severe viral pneumonias. COVID-19 patients receiving steroids should be considered a putative risk group of invasive aspergillosis. CASE REPORT: We are reporting a SARS-CoV-2/Aspergillus section Fumigati coinfection in an elderly intubated patient with a history of pulmonary embolism treated with corticosteroids. The diagnosis was made following the ad hoc definitions described for patients admitted to ICU with severe influenza, including clinical criteria (fever for 3 days refractory to the appropriate antibiotic therapy, dyspnea, pleural friction rub, worsening of respiratory status despite antibiotic therapy and need of ventilator support), a radiological criterion (pulmonary infiltrate) and a mycological criterion (several positive galactomannan tests on serum with ratio ≥0.5). In addition, Aspergillus section Fumigati DNA was found in serum and blood samples. These tests were positive 4 weeks after the patient was admitted to the ICU. The patient received voriconazole and after two month in ICU his respiratory status improved; he was discharged after 6 weeks of antifungal treatment. CONCLUSIONS: Severely ill COVID-19 patients would be considered a new aspergillosis risk group. Galactomannan and Aspergillus DNA detection would be useful methods for Aspergillus infection diagnosis as they allow avoiding the biosafety issues related to these patients. ANTECEDENTES: Los pacientes con neumonía viral grave reciben altas dosis de fármacos inmunomoduladores para prevenir el empeoramiento clínico. Los pacientes con influenza grave que reciben esteroides tienen neumonías secundarias causadas por CASO CLÍNICO: Se presenta un caso de coinfección por SARS-CoV-2 y CONCLUSIONES: Los pacientes gravemente enfermos con COVID-19 deberían considerarse un nuevo grupo de riesgo para la aspergilosis. La detección de galactomanano y ADN de",9, case report,1, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1186/s12882-020-02163-3,Clinical and pathological findings of SARS-CoV-2 infection and concurrent IgA nephropathy: a case report.,"BACKGROUND: Since the Coronavirus Disease 2019 (COVID-19) outbreak, there is accumulating data on the clinical characteristics, treatment strategies and prognosis of COVID-19 in patients with concurrent renal disease. Postmortem investigations reveal renal involvement in COVID-19, and most recently, several biopsy researches reveal that acute tubular injury, as well as glomerular nephropathy such as collapsing glomerulopathy were common histological findings. However, to our best knowledge, there is limited data regarding IgA nephropathy in the setting of COVID-19. CASE PRESENTATION: In the present case, we report a 65-year old Chinese woman who presented with dark-colored urine, worsening proteinuria and decreased renal function after COVID-19 infection. She received a renal biopsy during COVID-19 infection. The renal biopsy revealed IgA nephropathy without any evidence for SARS-Cov-2. The findings suggest that the renal abnormalities were a consequence of exacerbation of this patient's underlying glomerular disease after COVID-19 infection. After a regimen of 3-day course of glucocorticoid and angiotensin II receptor blocker therapy, the patient recovered and remained stable upon follow-up. CONCLUSIONS: It is important to consider the underlying glomerular disease exacerbation as well as virus induced injury when dealing with renal abnormalities in patients with COVID-19. A kidney biopsy may be indicated to exclude a rapidly progressive glomerular disease.",22, Case report,1,0, N/A
Corticosteroid use in COVID-19 patients,bad,10.1007/s00134-020-06311-z,Impact of late administration of corticosteroids in COVID-19 ARDS.,No abstract found,5, observational,348, N/A, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1136/bcr-2020-236613,Erythema nodosum as a cutaneous manifestation of COVID-19 infection.,"Erythema nodosum (EN) is a common dermatological manifestation with many different aetiologies. Often however, the aetiology remains unidentified. We present here a 42-year-old male patient with an EN that is due to an acute COVID-19 infection. Most of the usual aetiologies were excluded by laboratory testing and imaging studies. This case is, to our knowledge, the first report of this cutaneous manifestation in the context of a COVID-19 infection. The EN was successfully treated with the disappearance of the COVID-19 infection and topical corticosteroids.",10, case report,1, N/A, N/A
Corticosteroid use in COVID-19 patients,bad,10.1016/j.ejim.2020.04.057,The quality of the reported sample size calculation in clinical trials on COVID-19 patients indexed in PubMed.,No abstract found,10, RCT,4,2, Randomized
Corticosteroid use in COVID-19 patients,bad,10.1631/jzus.B2000211,Interferon-α2b spray inhalation did not shorten virus shedding time of SARS-CoV-2 in hospitalized patients: a preliminary matched case-control study.,"BACKGROUND: Currently, there are no drugs that have been proven to be effective against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Because of its broad antiviral activity, interferon (IFN) should be evaluated as a potential therapeutic agent for treatment of coronavirus disease 2019 (COVID-19), especially while COVID-19-specific therapies are still under development. METHODS: Confirmed COVID-19 patients hospitalized in the First Affiliated Hospital, School of Medicine, Zhejiang University in Hangzhou, China, from January 19 to February 19, 2020 were enrolled in a retrospective study. The patients were separated into an IFN group and a control group according to whether they received initial IFN-α2b inhalation treatment after admission. Propensity-score matching was used to balance the confounding factors. RESULTS: A total of 104 confirmed COVID-19 patients, 68 in the IFN group and 36 in the control group, were enrolled. Less hypertension (27.9% vs. 55.6%, P=0.006), dyspnea (8.8% vs. 25.0%, P=0.025), or diarrhea (4.4% vs. 19.4%, P=0.030) was observed in the IFN group. Lower levels of albumin and C-reactive protein and higher level of sodium were observed in the IFN group. Glucocorticoid dosage was lower in the IFN group (median, 40 vs. 80 mg/d, P=0.025). Compared to the control group, fewer patients in the IFN group were ventilated (13.2% vs. 33.3%, P=0.015) and admitted to intensive care unit (ICU) (16.2% vs. 44.4%, P=0.002). There were also fewer critical patients in the IFN group (7.4% vs. 25.0%, P=0.017) upon admission. Although complications during admission process were comparable between groups, the discharge rate (85.3% vs. 66.7%, P=0.027) was higher and the hospitalization time (16 vs. 21 d, P=0.015) was shorter in the IFN group. When other confounding factors were not considered, virus shedding time (10 vs. 13 d, P=0.014) was also shorter in the IFN group. However, when the influence of other factors was eliminated using propensity score matching, virus shedding time was not significantly shorter than that of the control group (12 vs. 15 d, P=0.206). CONCLUSIONS: IFN-α2b spray inhalation did not shorten virus shedding time of SARS-CoV-2 in hospitalized patients.",39, case-control,104,36, convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.1016/j.ijid.2020.08.002,Severe immune thrombocytopenia in a critically ill COVID-19 patient.,"The novel coronavirus SARS-CoV-2 can cause a severe and even fatal respiratory illness named COVID-19. Apart from respiratory failure, COVID-19 may be associated with various autoimmune complications. We present a case of a critically ill patient with COVID-19 who developed severe immune thrombocytopenia that was successfully treated with a concomitant use of corticosteroids and intravenous immunoglobulins.",29, Case Report,1, N/A, Convenience sampling
Corticosteroid use in COVID-19 patients,bad,10.3389/fimmu.2020.02086,COVID-19 in a Severely Immunosuppressed Patient With Life-Threatening Eosinophilic Granulomatosis With Polyangiitis.,"Immunosuppressive therapies increase the susceptibility of patients to infections. The current pandemic with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) compels clinicians to develop recommendations for successful clinical management and surveillance of immunocompromised patients at high risk for severe disease progression. With only few case studies published on SARS-CoV-2 infection in patients with rheumatic diseases, we report a 25-year-old male who developed moderate coronavirus disease 2019 (COVID-19) with fever, mild dyspnea, and no major complications despite having received high-dose prednisolone, cyclophosphamide, and rituximab for the treatment of highly active, life-threatening eosinophilic granulomatosis with polyangiitis (EGPA).",6, case report,1,0, convenience sampling
