Identifier,Type,DOI,Title,Abstract,Number of references,Study Type,Study Population Size,Control Group Size,Sampling Method
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.1007/s00705-013-1794-4,Seasonality and prevalence of respiratory pathogens detected by multiplex PCR at a tertiary care medical center.,"Respiratory tract infections (RTIs) are a leading cause of mortality and morbidity. Seasonality has been reported for many viruses, including influenza virus, respiratory syncytial virus (RSV), and the recently described human metapneumovirus (hMPV). We hypothesize that the availability of rapid, multiplex PCR diagnostics will provide better clinical care and new insights into the etiology and clinical spectrum of RTIs. We conducted a retrospective analysis of the incidence of respiratory pathogens at a 500-bed adult and 154-bed pediatric hospital tertiary care center. A total of 939 specimens from patients with an age range of 5 days to 91 years (median, 2 years) were tested by a multiplex respiratory pathogen PCR from November 14, 2011 to November 13, 2012. Sixty-five percent of specimens were positive for at least one pathogen. As the age of the patient increased, the positivity rate for the PCR decreased proportionately. Rhinoviruses/enteroviruses (Rhino/Entero) were the most prevalent (34.3 %) followed by RSV (19.2 %) and hMPV (6.2 %). Twelve percent of the positive samples were positive for multiple analytes, with Rhino/Entero and RSV being the most common combination. The peak months were September and May for Rhino/Entero infections, January for RSV and February for coronavirus. hMPV peaked 2 months after RSV, as has been observed recently in other studies. Multiplex PCR provides rapid diagnostic information that can be used to make knowledgeable clinical decisions and potentially reduce the use of antibiotics. Active respiratory PCR surveillance could also predict seasonal respiratory epidemics to allow for adequate planning of additional infection control measures.",39, observational, 939, N/A, convenience sampling
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.7883/yoken.JJID.2014.266,"Detection of the human coronavirus 229E, HKU1, NL63, and OC43 between 2010 and 2013 in Yamagata, Japan.","The available literature on human coronaviruses (HCoVs) in Japan is limited to epidemiological studies conducted over a maximum of 1 year. We conducted a 4-year study of HCoVs by analyzing 4,342 respiratory specimens obtained in Yamagata, Japan, between January 2010 and December 2013. A pan-coronavirus reverse transcription-PCR screening assay was performed, and all HCoV-positive specimens were subsequently confirmed by sequencing of the PCR products. We detected in 332 (7.6%) HCoV strains during the study period, comprising 133 (3.1%) HCoV-NL63, 83 (1.9%) HCoV-HKU1, 78 (1.8%) HCoV-OC43, and 38 (0.9%) HCoV-229E strains. HCoV detection per year ranged from 3.5% to 9.7%. HCoVs were detected mainly in winter, with January (28.5%) and February (25.3%) 2011 and December 2012 (14.6%) being the only months in which HCoV-NL63 detection per month exceeded 10.0%. HCoV-HKU1 displayed clear biennial peaks in January (18.3%) and February (10.7%) 2010 and in February (18.8%) and March (14.7%) 2012. The peak detection of HCoV-OC43 was 13.6% in November 2010, while that of HCoV-229E was 10.8% in March 2013. Our results indicated that there may be annual variations in the circulation of individual HCoV strains. Further long-term surveillance is necessary to clarify HCoV prevalence and circulation patterns in Japan.",24, observational, 4342, N/A, convenience sampling
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.1016/j.jcv.2014.10.017,Commonly circulating human coronaviruses do not have a significant role in the etiology of gastrointestinal infections in hospitalized children.,"BACKGROUND: Human coronaviruses (HCoVs) OC43, 229E, NL63 and HKU1 are common causes of respiratory infections. Over the years, it has been proposed that HCoVs play a possible role in gastrointestinal infections. OBJECTIVES: To assess the role of HCoVs in acute gastroenteritis (AGE) in children. STUDY DESIGN: Study was conducted at Tampere University Hospital over 2 years. Both stool and nasal swab samples were collected from 172 children with AGE, 545 with acute respiratory tract infection (ARTI) and 238 with symptoms of both. The samples were tested for HCoVs by RT-PCR. RESULTS: HCoVs were detected in 52 (5.4%) children: in 6.4% of those with AGE, 4.4% with ARTI and 7.1% with symptoms of both. HCoVs OC43, HKU1, 229E and NL63 were encountered in 13, 11, 13 and 15 cases, respectively. HCoVs were detected simultaneously in stool and nasal swab samples in 17 children, in nasal swabs alone in 33 children, and in the stools alone in two children. HCoVs were present in the stools of eight (4.7%) of the 172 children with AGE; in six of these cases, the nasal swab sample was also positive for the respective HCoV. Additionally, in six of the eight cases, the stool sample contained either rotavirus or calicivirus. CONCLUSIONS: HCoVs can be detected in the stools of children with AGE, but usually together with well-known gastroenteritis viruses, and concomitantly in the respiratory tract. It appears that commonly circulating HCoVs do not have a significant role in the AGE of children admitted to hospital.",30, prospective study, 955, not applicable, convenience sampling
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.1002/jmv.21956,"Prevalence of human coronaviruses in adults with acute respiratory tract infections in Beijing, China.","Human coronaviruses (HCoVs) are a common etiological agent of acute respiratory tract infections. HCoV infections, especially those caused by the two HCoVs identified most recently, NL63 and HKU-1, have not been characterized fully. To evaluate the prevalence and clinical presentations of HKU1 and NL63 in adults with acute respiratory tract infections, an investigation of HCoV infections in Beijing, China from 2005 to 2009 was performed by using reverse transcriptase PCR assays and sequencing analysis. Among 8,396 respiratory specimens studied, 87 (1%) clinical samples were positive for HCoVs, of which 50 samples (0.6% of the total) were positive for HCoV-OC43, 15 (0.2%) for HCoV-229E, 14 (0.2%) for HCoV-HKU1, and 8 (0.1%) for HCoV-NL63. The prevalence of HCoV infection in adults exhibited distinct seasonal fluctuations during the study period. In addition, patients positive for HCoV-229E infections were more likely to be co-infected with other respiratory viruses. Enterovirus, rhinovirus, and parainfluenza virus type 3 were the most common viruses found in patients with HCoV infections. The demographic and clinical data present in this study of HCoV infections in adults with acute respiratory tract infections should improve our understanding of the pathogenesis of HCoVs.",80, observational, 8396, N/A, convenience sampling
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.1186/s40064-016-3101-9,"Molecular epidemiology and characterization of human coronavirus in Thailand, 2012-2013.","BACKGROUND: Coronavirus causes respiratory infections in humans. To determine the prevalence of human coronavirus (HCoV) infection among patients with influenza-like illness, 5833 clinical samples from nasopharyngeal swabs and aspirates collected between January 2012 and December 2013 were examined. RESULTS: HCoV was found in 46 (0.79 %) samples. There were 19 (0.32 %) HCoV-HKU1, 19 (0.32 %) HCoV-NL63, 5 (0.09 %) HCoV-229E, and 3 (0.05 %) HCoV-OC43. None of the sample tested positive for MERS-CoV. The majority (54 %) of the HCoV-positive patients were between the ages of 0 and 5 years. HCoV was detected throughout the 2-year period and generally peaked from May to October, which coincided with the rainy season. Phylogenetic trees based on the alignment of the spike (S) gene sequences suggest an emergence of a new clade for HCoV-229E. CONCLUSIONS: The data in this study provide an insight into the prevalence of the recent circulating HCoVs in the region.",81, observational, 5833, N/A, convenience sampling
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.1371/journal.pone.0180888,"Prevalence of respiratory viruses among adults, by season, age, respiratory tract region and type of medical unit in Paris, France, from 2011 to 2016.","BACKGROUND: Multiplex PCR tests have improved our understanding of respiratory viruses' epidemiology by allowing their wide range detection. We describe here the burden of these viruses in hospital settings over a five-year period. METHODS: All respiratory samples from adult patients (>20 years old) tested by multiplex-PCR at the request of physicians, from May 1 2011 to April 30 2016, were included retrospectively. Viral findings are reported by season, patient age group, respiratory tract region (upper or lower) and type of clinical unit (intensive care unit, pneumology unit, lung transplantation unit and other medical units). RESULTS: In total, 7196 samples (4958 patients) were included; 29.2% tested positive, with viral co-infections detected in 1.6% of samples. Overall, two viral groups accounted for 60.2% of all viruses identified: picornaviruses (rhinovirus or enterovirus, 34.3%) and influenza (26.6%). Influenza viruses constituted the group most frequently identified in winter (34.4%), in the upper respiratory tract (32%) and in patients over the age of 70 years (36.4%). Picornavirus was the second most frequently identified viral group in these populations and in all other groups, including lower respiratory tract infections (41.3%) or patients in intensive care units (37.6%). CONCLUSION: This study, the largest to date in Europe, provides a broad picture of the distribution of viruses over seasons, age groups, types of clinical unit and respiratory tract regions in the hospital setting. It highlights the burden associated with the neglected picornavirus group. These data have important implications for the future development of vaccines and antiviral drugs.",49, observational, 4958, N/A, convenience sampling
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.1371/journal.pone.0064254,"Viral etiology of acute respiratory infection in Gansu Province, China, 2011.","BACKGROUND: Acute respiratory infections (ARIs) are the leading cause of children and their leading killer. ARIs are responsible for at least six percent of the world's disability and death. Viruses are one of the most common agents causing ARIs. Few studies on the viral etiology and clinical characteristics of ARIs have been performed in the northwest region of China, including Gansu Province. METHODS: Clinical and demographic information and throat swabs were collected from 279 patients from January 1st to December 30st, 2011. Multiplex RT-PCR was performed to detect 16 respiratory viral pathogens. RESULTS: 279 patients were admitted for ARIs. The patients aged from 1 month to 12 years, with the median age of 2 years. Of which, 105 (37.6%) were positive for at least one pathogen. A total of 136 respiratory viral pathogens were identified from the 105 patients. Respiratory syncytial virus (RSV) was the most frequently detected pathogen (26.5%, 36/136), followed by parainfluenza virus (PIV) 1-3 (22.1%, 30/136), human rhinovirus (HRV) (21.3%, 29/136), human coronavirus (CoV) (10.3%, 14/136) and human adenovirus (HAdV) (9.6%, 13/136). Influenza A (Flu A), human metapneumovirus (hMPV) and human bocavirus (BoCA) were found 4.4%, 3.7% and 2.2%, respectively. Influenza B (Flu B) and seasonal influenza A H1N1(sH1N1) were not detected. Single-infections were detected in 30.5% (85/279) of cases. RSV was the most common pathogens in patients under 1 year and showed seasonal variation with peaks during winter and spring. CONCLUSIONS: This paper presents data on the epidemiology of viral pathogens associated with ARIs among children in Gansu Province, China. RSV is most frequently detected in our study. The findings could serve as a reference for local CDC in drawing up further plans to prevent and control ARIs.",33, observational, 279, N/A, convenience sampling
"Global Seasonality of Human Seasonal Coronaviruses, Circulating Season of Severe Acute Respiratory Syndrome",good,10.1371/journal.pone.0191789,Epidemiology characteristics of human coronaviruses in patients with respiratory infection symptoms and phylogenetic analysis of HCoV-OC43 during 2010-2015 in Guangzhou.,"Human coronavirus (HCoV) is one of the most common causes of respiratory tract infection throughout the world. To investigate the epidemiological and genetic variation of HCoV in Guangzhou, south China, we collected totally 13048 throat and nasal swab specimens from adults and children with fever and acute upper respiratory infection symptoms in Gunazhou, south China between July 2010 and June 2015, and the epidemiological features of HCoV and its species were studied. Specimens were screened for HCoV by real-time RT-PCR, and 7 other common respiratory viruses were tested simultaneously by PCR or real-time PCR. HCoV was detected in 294 cases (2.25%) of the 13048 samples, with most of them inpatients (251 cases, 85.4% of HCoV positive cases) and young children not in nursery (53.06%, 156 out of 294 HCoV positive cases). Four HCoVs, as OC43, 229E, NL63 and HKU1 were detected prevalent during 2010-2015 in Guangzhou, and among the HCoV positive cases, 60.20% were OC43, 16.67% were 229E, 14.97% were NL63 and 7.82% were HKU1. The month distribution showed that totally HCoV was prevalent in winter, but differences existed in different species. The 5 year distribution of HCoV showed a peak-valley distribution trend, with the detection rate higher in 2011 and 2013 whereas lower in 2010, 2012 and 2014. The age distribution revealed that children (especially those <3 years old) and old people (>50 years) were both high risk groups to be infected by HCoV. Of the 294 HCoV positive patients, 34.69% (101 cases) were co-infected by other common respiratory viruses, and influenza virus was the most common co-infecting virus (30/101, 29.70%). Fifteen HCoV-OC43 positive samples of 2013-2014 were selected for S gene sequencing and phylogenetic analysis, and the results showed that the 15 strains could be divided into 2 clusters in the phylogenetic tree, 12 strains of which formed a separate cluster that was closer to genotype G found in Malaysia. It was revealed for the first time that genotype B and genotype G of HCoV-OC43 co-circulated and the newly defined genotype G was epidemic as a dominant genotype during 2013-2014 in Guanzhou, south China.",40, observational, 13048, N/A, convenience sampling
Clinical Features of COVID-19 and Factors Associated with Severe Clinical Course,good,10.1056/NEJMoa2001316,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus-Infected Pneumonia.","BACKGROUND: The initial cases of novel coronavirus (2019-nCoV)-infected pneumonia (NCIP) occurred in Wuhan, Hubei Province, China, in December 2019 and January 2020. We analyzed data on the first 425 confirmed cases in Wuhan to determine the epidemiologic characteristics of NCIP. METHODS: We collected information on demographic characteristics, exposure history, and illness timelines of laboratory-confirmed cases of NCIP that had been reported by January 22, 2020. We described characteristics of the cases and estimated the key epidemiologic time-delay distributions. In the early period of exponential growth, we estimated the epidemic doubling time and the basic reproductive number. RESULTS: Among the first 425 patients with confirmed NCIP, the median age was 59 years and 56% were male. The majority of cases (55%) with onset before January 1, 2020, were linked to the Huanan Seafood Wholesale Market, as compared with 8.6% of the subsequent cases. The mean incubation period was 5.2 days (95% confidence interval [CI], 4.1 to 7.0), with the 95th percentile of the distribution at 12.5 days. In its early stages, the epidemic doubled in size every 7.4 days. With a mean serial interval of 7.5 days (95% CI, 5.3 to 19), the basic reproductive number was estimated to be 2.2 (95% CI, 1.4 to 3.9). CONCLUSIONS: On the basis of this information, there is evidence that human-to-human transmission has occurred among close contacts since the middle of December 2019. Considerable efforts to reduce transmission will be required to control outbreaks if similar dynamics apply elsewhere. Measures to prevent or reduce transmission should be implemented in populations at risk. (Funded by the Ministry of Science and Technology of China and others.).",19, observational, 425, Not applicable, convenience sampling
Clinical Features of COVID-19 and Factors Associated with Severe Clinical Course,good,10.1148/radiol.2020200274,Emerging 2019 Novel Coronavirus (2019-nCoV) Pneumonia.,"BackgroundThe chest CT findings of patients with 2019 Novel Coronavirus (2019-nCoV) pneumonia have not previously been described in detail.PurposeTo investigate the clinical, laboratory, and imaging findings of emerging 2019-nCoV pneumonia in humans.Materials and MethodsFifty-one patients (25 men and 26 women; age range 16-76 years) with laboratory-confirmed 2019-nCoV infection by using real-time reverse transcription polymerase chain reaction underwent thin-section CT. The imaging findings, clinical data, and laboratory data were evaluated.ResultsFifty of 51 patients (98%) had a history of contact with individuals from the endemic center in Wuhan, China. Fever (49 of 51, 96%) and cough (24 of 51, 47%) were the most common symptoms. Most patients had a normal white blood cell count (37 of 51, 73%), neutrophil count (44 of 51, 86%), and either normal (17 of 51, 35%) or reduced (33 of 51, 65%) lymphocyte count. CT images showed pure ground-glass opacity (GGO) in 39 of 51 (77%) patients and GGO with reticular and/or interlobular septal thickening in 38 of 51 (75%) patients. GGO with consolidation was present in 30 of 51 (59%) patients, and pure consolidation was present in 28 of 51 (55%) patients. Forty-four of 51 (86%) patients had bilateral lung involvement, while 41 of 51 (80%) involved the posterior part of the lungs and 44 of 51 (86%) were peripheral. There were more consolidated lung lesions in patients 5 days or more from disease onset to CT scan versus 4 days or fewer (431 of 712 lesions vs 129 of 612 lesions;",18, Original Research, 51, 0, Convenience sampling
Clinical Features of COVID-19 and Factors Associated with Severe Clinical Course,good,10.1001/jama.2020.1585,"Clinical Characteristics of 138 Hospitalized Patients With 2019 Novel Coronavirus-Infected Pneumonia in Wuhan, China.","IMPORTANCE: In December 2019, novel coronavirus (2019-nCoV)-infected pneumonia (NCIP) occurred in Wuhan, China. The number of cases has increased rapidly but information on the clinical characteristics of affected patients is limited. OBJECTIVE: To describe the epidemiological and clinical characteristics of NCIP. DESIGN, SETTING, AND PARTICIPANTS: Retrospective, single-center case series of the 138 consecutive hospitalized patients with confirmed NCIP at Zhongnan Hospital of Wuhan University in Wuhan, China, from January 1 to January 28, 2020; final date of follow-up was February 3, 2020. EXPOSURES: Documented NCIP. MAIN OUTCOMES AND MEASURES: Epidemiological, demographic, clinical, laboratory, radiological, and treatment data were collected and analyzed. Outcomes of critically ill patients and noncritically ill patients were compared. Presumed hospital-related transmission was suspected if a cluster of health professionals or hospitalized patients in the same wards became infected and a possible source of infection could be tracked. RESULTS: Of 138 hospitalized patients with NCIP, the median age was 56 years (interquartile range, 42-68; range, 22-92 years) and 75 (54.3%) were men. Hospital-associated transmission was suspected as the presumed mechanism of infection for affected health professionals (40 [29%]) and hospitalized patients (17 [12.3%]). Common symptoms included fever (136 [98.6%]), fatigue (96 [69.6%]), and dry cough (82 [59.4%]). Lymphopenia (lymphocyte count, 0.8 × 109/L [interquartile range {IQR}, 0.6-1.1]) occurred in 97 patients (70.3%), prolonged prothrombin time (13.0 seconds [IQR, 12.3-13.7]) in 80 patients (58%), and elevated lactate dehydrogenase (261 U/L [IQR, 182-403]) in 55 patients (39.9%). Chest computed tomographic scans showed bilateral patchy shadows or ground glass opacity in the lungs of all patients. Most patients received antiviral therapy (oseltamivir, 124 [89.9%]), and many received antibacterial therapy (moxifloxacin, 89 [64.4%]; ceftriaxone, 34 [24.6%]; azithromycin, 25 [18.1%]) and glucocorticoid therapy (62 [44.9%]). Thirty-six patients (26.1%) were transferred to the intensive care unit (ICU) because of complications, including acute respiratory distress syndrome (22 [61.1%]), arrhythmia (16 [44.4%]), and shock (11 [30.6%]). The median time from first symptom to dyspnea was 5.0 days, to hospital admission was 7.0 days, and to ARDS was 8.0 days. Patients treated in the ICU (n = 36), compared with patients not treated in the ICU (n = 102), were older (median age, 66 years vs 51 years), were more likely to have underlying comorbidities (26 [72.2%] vs 38 [37.3%]), and were more likely to have dyspnea (23 [63.9%] vs 20 [19.6%]), and anorexia (24 [66.7%] vs 31 [30.4%]). Of the 36 cases in the ICU, 4 (11.1%) received high-flow oxygen therapy, 15 (41.7%) received noninvasive ventilation, and 17 (47.2%) received invasive ventilation (4 were switched to extracorporeal membrane oxygenation). As of February 3, 47 patients (34.1%) were discharged and 6 died (overall mortality, 4.3%), but the remaining patients are still hospitalized. Among those discharged alive (n = 47), the median hospital stay was 10 days (IQR, 7.0-14.0). CONCLUSIONS AND RELEVANCE: In this single-center case series of 138 hospitalized patients with confirmed NCIP in Wuhan, China, presumed hospital-related transmission of 2019-nCoV was suspected in 41% of patients, 26% of patients received ICU care, and mortality was 4.3%.",55, editorial, N/A, N/A, N/A
Clinical Features of COVID-19 and Factors Associated with Severe Clinical Course,good,10.1007/s11427-020-1643-8.,Clinical and biochemical indexes from 2019-nCoV infected patients linked to viral loads and lung injury.,"The outbreak of the 2019-nCoV infection began in December 2019 in Wuhan, Hubei province, and rapidly spread to many provinces in China as well as other countries. Here we report the epidemiological, clinical, laboratory, and radiological characteristics, as well as potential biomarkers for predicting disease severity in 2019-nCoV-infected patients in Shenzhen, China. All 12 cases of the 2019-nCoV-infected patients developed pneumonia and half of them developed acute respiratory distress syndrome (ARDS). The most common laboratory abnormalities were hypoalbuminemia, lymphopenia, decreased percentage of lymphocytes (LYM) and neutrophils (NEU), elevated C-reactive protein (CRP) and lactate dehydrogenase (LDH), and decreased CD8 count. The viral load of 2019-nCoV detected from patient respiratory tracts was positively linked to lung disease severity. ALB, LYM, LYM (%), LDH, NEU (%), and CRP were highly correlated to the acute lung injury. Age, viral load, lung injury score, and blood biochemistry indexes, albumin (ALB), CRP, LDH, LYM (%), LYM, and NEU (%), may be predictors of disease severity. Moreover, the Angiotensin II level in the plasma sample from 2019-nCoV infected patients was markedly elevated and linearly associated to viral load and lung injury. Our results suggest a number of potential diagnosis biomarkers and angiotensin receptor blocker (ARB) drugs for potential repurposing treatment of 2019-nCoV infection.",47, observational, 12, N/A, convenience sampling
Clinical Features of COVID-19 and Factors Associated with Severe Clinical Course,good,10.1111/jth.14768,Abnormal coagulation parameters are associated with poor prognosis in patients with novel coronavirus pneumonia.,"BACKGROUND: In the recent outbreak of novel coronavirus infection in Wuhan, China, significantly abnormal coagulation parameters in severe novel coronavirus pneumonia (NCP) cases were a concern. OBJECTIVES: To describe the coagulation feature of patients with NCP. METHODS: Conventional coagulation results and outcomes of 183 consecutive patients with confirmed NCP in Tongji hospital were retrospectively analyzed. RESULTS: The overall mortality was 11.5%, the non-survivors revealed significantly higher D-dimer and fibrin degradation product (FDP) levels, longer prothrombin time and activated partial thromboplastin time compared to survivors on admission (P < .05); 71.4% of non-survivors and 0.6% survivors met the criteria of disseminated intravascular coagulation during their hospital stay. CONCLUSIONS: The present study shows that abnormal coagulation results, especially markedly elevated D-dimer and FDP are common in deaths with NCP.",10, observational, 183, N/A, convenience sampling
